playerID,year,stint,tmID,GP_x,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,franchID,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won,lost,GP_y,min,attend,perW,perL,o_fgEf,o_ftEf,o_3pEf,o_per,d_fgEf,d_ftEf,d_3pEf,pts_diff,pts_mpg,pts_tmp,effec_fg,poss,off_rtg,def_rtg,minutes_team,ORtg,Floor%,DRtg
aldrima01w,1,0,WAS,29,0,272,63,8,16,24,28,9,4,27,30,54,25,22,7,12,6,0,2,0,49,14,1,3,4,7,1,0,1,3,11,5,8,4,3,0,0,WAS,EA,4,Y,L,,,832,1813,403,578,109,335,300,646,946,521,597,245,506,126,2176,845,1875,382,555,149,397,299,612,911,513,595,261,456,102,2221,14,18,32,6400,244134,0.4375,0.5625,0.45890788747931605,0.6972318339100346,0.3253731343283582,4444.0,0.45066666666666666,0.6882882882882883,0.37531486146095716,-45,68.0,69.40625,0.06834321566464424,2468.6035216513505,88.14700217815391,89.96989514599257,1280.0,78.50035768708265,0.3876355723035955,102.20909214052242
aldrima01w,2,0,WAS,5,0,35,7,2,0,2,2,0,0,4,5,9,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,EA,8,N,,,,739,1915,333,504,117,418,356,699,1055,424,537,257,495,127,1928,791,1945,347,467,146,408,331,737,1068,487,543,261,454,103,2075,10,22,32,6500,246667,0.3125,0.6875,0.38590078328981725,0.6607142857142857,0.2799043062200957,3967.7,0.40668380462724935,0.7430406852248393,0.35784313725490197,-147,60.25,64.84375,0.06440926892950391,2490.9729184217304,77.39947655559308,83.30078519338986,1300.0,61.18977576845397,0.31073959700282056,98.86318798329722
alhalta01w,2,0,ORL,26,1,252,49,15,23,38,14,11,0,28,20,58,19,14,7,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CON,EA,5,N,,,,768,1914,430,587,174,532,356,614,970,452,643,320,532,125,2140,806,1831,436,605,157,438,316,659,975,534,600,298,546,114,2205,13,19,32,6450,118874,0.40625,0.59375,0.4012539184952978,0.7325383304940375,0.32706766917293234,4336.2,0.440196613872201,0.7206611570247934,0.3584474885844749,-65,66.875,68.90625,0.08145572100313479,2493.728893161714,85.81526267222925,88.42180102442313,1290.0,61.5088114203306,0.31430803314897326,101.37520505294812
allench01w,9,0,SAC,6,0,49,16,2,4,6,3,1,0,6,5,16,7,0,0,6,2,0,2,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,SAC,WE,4,Y,L,,,883,2159,611,816,168,438,388,721,1109,473,690,319,586,77,2545,958,2128,469,622,186,542,308,767,1075,581,759,267,624,206,2571,18,16,34,6800,139066,0.5294117647058824,0.47058823529411764,0.4089856415006948,0.7487745098039216,0.3835616438356164,5259.1,0.450187969924812,0.7540192926045016,0.34317343173431736,-26,74.8529411764706,75.61764705882354,0.07393128627087704,2920.614340136054,87.13920099020824,88.02942465454827,1360.0,79.30290705970823,0.3588476348831336,100.45540658014806
amachma01w,2,0,NYL,2,0,3,1,1,0,1,0,0,1,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYL,EA,2,Y,W,L,,833,1828,336,500,160,421,255,660,915,553,616,265,437,82,2162,744,1759,461,640,133,394,304,679,983,430,600,223,496,76,2082,21,11,32,6400,250565,0.65625,0.34375,0.45568927789934355,0.672,0.38004750593824227,4439.5,0.4229675952245594,0.7203125,0.33756345177664976,80,67.5625,65.0625,0.0793558533916849,2395.220617719708,90.26308407691738,86.92309946722571,1280.0,69.24885068034209,0.38741981989473084,97.06257507510854
amachma01w,4,0,SEA,7,0,47,8,4,10,14,0,5,2,9,3,10,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,WE,5,N,,,,890,2045,442,567,166,500,342,732,1074,548,644,232,465,138,2388,844,2039,441,591,145,437,352,689,1041,456,570,245,459,104,2274,18,16,34,6850,120857,0.5294117647058824,0.47058823529411764,0.4352078239608802,0.7795414462081128,0.332,5038.9,0.4139283962726827,0.7461928934010152,0.3318077803203661,114,70.23529411764706,66.88235294117646,0.07329210412771466,2612.6202187894814,91.40249251789241,87.0390569454302,1370.0,40.574645372392325,0.23672077930694174,96.80883279225736
amachma01w,6,0,WAS,3,0,3,2,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,EA,5,N,,,,847,1968,388,546,181,510,266,677,943,517,697,260,435,76,2263,833,1872,489,648,150,433,267,757,1024,545,638,205,504,108,2305,16,18,34,6900,171501,0.47058823529411764,0.5294117647058824,0.4303861788617886,0.7106227106227107,0.35490196078431374,4627.2,0.44497863247863245,0.7546296296296297,0.3464203233256351,-42,66.55882352941177,67.79411764705883,0.08043400286944047,2559.936883662003,88.40061700125852,90.0412824515691,1380.0,127.66525612664952,0.5106610245065981,102.79652836500368
ambermo01w,3,0,SAC,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAC,WE,6,N,,,,780,1945,494,653,112,395,301,648,949,500,675,247,456,109,2166,815,1944,515,681,149,453,352,723,1075,493,633,233,496,128,2294,14,18,32,6575,144179,0.4375,0.5625,0.40102827763496146,0.7565084226646248,0.28354430379746837,4417.2,0.419238683127572,0.7562408223201175,0.32891832229580575,-128,67.6875,71.6875,0.06564910025706941,2544.077955351562,85.13890053737303,90.17019290523255,1315.0,0.0,0.0,103.92043493168558
anderam01w,7,1,CON,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CON,EA,1,Y,W,L,,982,2216,545,675,174,510,342,926,1268,630,530,252,514,153,2683,948,2357,358,500,163,508,370,783,1153,528,646,273,486,103,2417,26,8,34,6825,126096,0.7647058823529411,0.23529411764705882,0.44314079422382674,0.8074074074074075,0.3411764705882353,5816.9,0.402206194314807,0.716,0.32086614173228345,266,78.91176470588235,71.08823529411765,0.0713394563601614,2976.9927106790124,90.12450686814223,81.18931535605657,1365.0,0.0,0.0,81.62081574108828
anderam01w,7,2,NYL,3,0,9,0,1,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYL,EA,5,N,,,,822,2069,512,650,216,645,285,736,1021,475,674,252,576,112,2372,966,2153,553,722,171,461,341,832,1173,508,668,270,485,134,2656,11,23,34,6875,155048,0.3235294117647059,0.6764705882352942,0.3972933784436926,0.7876923076923077,0.33488372093023255,4734.0,0.4486762656758012,0.7659279778393352,0.37093275488069416,-284,69.76470588235294,78.11764705882354,0.08995536348903989,2830.8113750686816,83.79223076784655,93.82469010092768,1375.0,17.88377096084294,0.08069415425534779,104.02168653748785
anderch01w,4,0,SAC,26,0,171,42,7,17,24,5,5,5,17,33,44,19,12,4,0,0,1,5,0,29,7,0,3,3,0,0,2,4,7,5,3,2,1,0,0,0,SAC,WE,3,Y,W,L,,862,2107,425,626,150,473,349,718,1067,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,1096,516,640,224,576,141,2216,19,15,34,6825,155578,0.5588235294117647,0.4411764705882353,0.4091124822021832,0.6789137380191693,0.3171247357293869,4833.8,0.4098442993470618,0.7286432160804021,0.31905781584582443,83,67.61764705882354,65.17647058823529,0.06652893715625785,2675.5503433464464,85.9262471258352,82.82408161411519,1365.0,66.19085028621808,0.3559146443726627,95.66189974774443
anderch01w,5,0,SAC,30,0,231,77,14,20,34,5,3,6,25,46,64,25,37,27,0,0,0,2,0,11,2,0,2,2,1,0,0,1,1,2,1,0,0,0,0,0,SAC,WE,4,Y,W,L,,874,2072,435,604,129,365,389,635,1024,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,986,513,646,241,593,117,2241,18,16,34,6900,147544,0.5294117647058824,0.47058823529411764,0.4218146718146718,0.7201986754966887,0.35342465753424657,4878.3,0.42895299145299143,0.751188589540412,0.35152838427947597,71,68.0,65.91176470588235,0.06294004088121735,2584.4827236008646,89.45697252635435,86.7098077126125,1380.0,73.01936916674828,0.4218245753610975,99.69442674055584
anderch01w,6,0,SAS,34,19,669,203,28,62,90,11,8,15,55,106,178,83,46,37,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAS,WE,7,N,,,,764,1833,503,652,110,339,256,690,946,433,650,195,535,90,2141,898,2059,463,611,142,408,351,704,1055,563,685,283,429,148,2401,7,27,34,6800,135054,0.20588235294117646,0.7941176470588235,0.41680305510092747,0.7714723926380368,0.32448377581120946,4207.2,0.4361340456532297,0.7577741407528642,0.3480392156862745,-260,62.970588235294116,70.61764705882354,0.0685311767915022,2608.257647454371,82.08544896205292,92.05378933110184,1360.0,79.16101680226525,0.42084050919165206,103.91643926915093
anderch01w,7,0,SAS,23,20,414,153,28,57,85,15,7,10,29,73,112,59,45,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAS,WE,6,N,,,,915,2255,504,672,189,556,354,814,1168,540,610,246,488,83,2523,974,2262,490,640,165,459,372,865,1237,560,641,254,480,129,2603,13,21,34,6800,125749,0.38235294117647056,0.6176470588235294,0.4057649667405765,0.75,0.33992805755395683,5390.3,0.4305923961096375,0.765625,0.35947712418300654,-80,74.20588235294117,76.55882352941177,0.0758575714099387,2904.9744373169615,86.85102242518342,89.60491929161809,1360.0,97.24356385761222,0.5106143955825277,101.68774336134362
anderch01w,8,0,SAS,11,1,86,28,6,14,20,3,1,5,5,11,20,10,12,8,0,0,0,2,0,5,2,1,0,1,0,0,0,0,3,1,0,2,2,0,0,0,SAS,WE,2,Y,W,L,,923,2176,464,577,207,566,323,764,1087,567,653,283,558,130,2517,904,2139,529,688,147,454,361,776,1137,516,619,257,583,137,2484,20,14,34,6875,128680,0.5882352941176471,0.4117647058823529,0.4241727941176471,0.804159445407279,0.3657243816254417,5190.1,0.42262739597942967,0.7688953488372093,0.3237885462555066,33,74.02941176470588,73.05882352941177,0.08113916522491349,2862.160975513093,87.94054637506136,86.78757139278999,1375.0,95.58315327353345,0.5229184562532897,98.59797856023124
anderjo01w,9,0,CON,24,7,367,97,11,47,58,26,7,1,16,17,126,35,15,11,69,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CON,EA,2,Y,L,,,965,2286,539,723,221,669,370,869,1239,607,629,211,487,97,2690,955,2284,472,638,159,496,360,840,1200,554,703,252,499,104,2541,21,13,34,6850,129951,0.6176470588235294,0.38235294117647056,0.4221347331583552,0.7455048409405256,0.3303437967115097,5809.5,0.4181260945709282,0.7398119122257053,0.32056451612903225,149,79.11764705882354,74.73529411764706,0.08103031238742217,2955.019672951872,91.03154285645975,85.98927524099041,1370.0,71.59947946744226,0.3497618067490808,97.73617050418483
anderke01w,1,0,WAS,30,9,434,75,12,34,46,75,25,3,47,53,68,29,18,14,8,3,0,2,2,30,2,2,3,5,5,0,0,4,1,3,1,2,0,0,0,0,WAS,EA,4,Y,L,,,832,1813,403,578,109,335,300,646,946,521,597,245,506,126,2176,845,1875,382,555,149,397,299,612,911,513,595,261,456,102,2221,14,18,32,6400,244134,0.4375,0.5625,0.45890788747931605,0.6972318339100346,0.3253731343283582,4444.0,0.45066666666666666,0.6882882882882883,0.37531486146095716,-45,68.0,69.40625,0.06834321566464424,2468.6035216513505,88.14700217815391,89.96989514599257,1280.0,83.91153494151425,0.4038408382818149,101.58985751925636
anderke01w,2,0,CHA,18,0,102,12,3,12,15,14,6,0,17,8,16,2,10,8,2,0,0,2,0,7,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,CHA,EA,4,Y,W,W,L,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,18,14,32,6500,105525,0.5625,0.4375,0.4191011235955056,0.7765151515151515,0.3574766355140187,4192.3,0.39653304442036835,0.7669039145907474,0.3089430894308943,46,64.21875,62.78125,0.07824789325842697,2344.6017258113966,87.64814839880005,85.68619471201427,1300.0,49.369615790067876,0.256390461096672,97.62478445359241
anderke01w,3,0,CHA,7,0,31,7,2,4,6,5,0,0,3,4,12,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHA,EA,2,Y,L,,,770,1790,490,663,211,527,302,653,955,496,647,241,408,105,2241,778,1807,444,598,133,372,295,620,915,489,600,208,424,103,2133,18,14,32,6450,106670,0.5625,0.4375,0.4301675977653631,0.7390648567119156,0.40037950664136623,4705.9,0.43054786939679024,0.7424749163879598,0.3575268817204301,108,70.03125,66.65625,0.09617667597765363,2358.4465685837063,95.02017259376645,90.44088716756083,1290.0,69.80947363022042,0.3126203876215016,102.99688535664741
andrame01w,1,0,CLE,32,18,797,265,32,63,95,75,41,10,65,91,195,89,80,60,75,27,1,6,5,166,21,5,12,17,14,6,3,11,17,33,8,9,5,9,0,0,CLE,EA,2,Y,W,L,,809,1828,426,570,141,407,331,603,934,539,647,259,538,91,2185,774,1761,455,583,119,368,277,596,873,540,693,305,552,95,2122,17,15,32,6500,137532,0.53125,0.46875,0.4425601750547046,0.7473684210526316,0.3464373464373464,4405.7,0.4395229982964225,0.7804459691252144,0.3233695652173913,63,68.28125,66.3125,0.07484272428884026,2444.8260563707463,89.37241135443196,86.7955409126337,1300.0,95.68158857467918,0.4743827794710854,98.09607983308464
andrame01w,2,0,CLE,32,32,893,152,21,66,87,100,51,10,61,77,171,58,45,30,30,6,0,3,3,72,13,5,4,9,1,2,2,7,9,17,6,0,0,2,1,0,CLE,EA,1,Y,L,,,763,1770,372,505,106,335,297,662,959,503,532,267,444,83,2004,664,1745,328,444,132,417,297,594,891,434,597,225,496,127,1788,22,10,32,6425,147373,0.6875,0.3125,0.43107344632768363,0.7366336633663366,0.3164179104477612,4168.4,0.3805157593123209,0.7387387387387387,0.31654676258992803,216,62.625,55.875,0.06151129943502825,2318.8093708724364,86.42366315977102,77.10853778925679,1285.0,80.02141342493728,0.3990705730998068,90.6872338148036
andrame01w,3,0,CLE,32,16,665,91,17,39,56,67,29,6,41,82,111,34,23,18,26,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLE,EA,7,N,,,,760,1820,430,553,121,374,295,674,969,480,567,221,451,83,2071,797,1834,397,521,149,441,278,640,918,530,613,242,428,109,2140,10,22,32,6550,149084,0.3125,0.6875,0.4175824175824176,0.7775768535262206,0.3235294117647059,4288.0,0.4345692475463468,0.761996161228407,0.3378684807256236,-69,64.71875,66.875,0.06998626373626374,2402.9659367838044,86.18515844514563,89.05660988537501,1310.0,74.63749656177849,0.3690389771002359,100.94581613658549
andrame01w,5,0,CHA,12,0,65,9,1,3,4,7,0,1,3,12,7,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHA,EA,5,N,,,,745,1744,436,590,166,459,256,616,872,426,648,210,479,134,2092,800,1932,438,587,130,349,368,628,996,516,595,243,437,114,2168,16,18,34,6900,116383,0.47058823529411764,0.5294117647058824,0.4271788990825688,0.7389830508474576,0.3616557734204793,4170.7,0.4140786749482402,0.7461669505962522,0.37249283667621774,-76,61.529411764705884,63.76470588235294,0.08415407447382622,2419.1307729095392,86.47734233416028,89.61896662545865,1380.0,102.25702270120003,0.48201091076173475,103.31811073046133
anosini01w,9,0,MIN,34,34,920,314,78,153,231,45,75,43,42,125,226,99,166,116,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,WE,7,N,,,,991,2303,652,864,133,413,353,792,1145,557,751,309,472,131,2767,974,2220,612,809,161,486,350,862,1212,587,748,248,579,140,2721,16,18,34,6900,118463,0.47058823529411764,0.5294117647058824,0.430308293530178,0.7546296296296297,0.3220338983050847,5882.1,0.43873873873873875,0.7564894932014833,0.33127572016460904,46,81.38235294117646,80.02941176470588,0.06362545018007203,2995.5651478382447,92.36988225733668,90.8342788659968,1380.0,96.08690989101197,0.542933741175292,100.93380215455788
anosini01w,10,0,MIN,30,29,896,396,73,149,222,81,81,28,61,88,265,130,194,135,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,WE,5,N,,,,949,2257,591,766,242,695,325,762,1087,509,693,301,513,128,2731,1041,2260,550,711,195,510,317,848,1165,589,694,250,543,140,2827,14,20,34,6875,128127,0.4117647058823529,0.5882352941176471,0.4204696499778467,0.7715404699738904,0.34820143884892085,5755.0,0.46061946902654866,0.7735583684950773,0.38235294117647056,-96,80.32352941176471,83.1470588235294,0.09045062420182959,3006.2138987861736,90.84516577821368,94.03855132003297,1375.0,106.999794321888,0.5583889497237017,104.16973354784187
arcaija01w,1,0,HOU,32,32,977,268,36,83,119,60,42,3,53,66,233,109,49,41,45,9,1,6,6,201,50,6,21,27,12,10,0,16,14,47,21,7,6,7,2,0,HOU,WE,2,Y,W,W,W,891,1894,521,634,172,491,273,724,997,494,554,284,440,104,2475,786,1938,370,508,124,418,290,612,902,473,648,233,480,85,2066,27,5,32,6475,196077,0.84375,0.15625,0.47043294614572334,0.8217665615141956,0.35030549898167007,5301.1,0.4055727554179567,0.7283464566929134,0.2966507177033493,409,77.34375,64.5625,0.07949445617740232,2548.6059112426037,97.11191475630234,81.06392561071542,1295.0,99.37202028911399,0.48552960585500576,94.25230260101459
